transaction_id,account_id,transaction_date,merchant,category,amount,transaction_type,location
TXN20560,ACC1004,2025-04-04 08:00,Utility Bill,Fuel,6098.59,Debit,Hyderabad
TXN20561,ACC1002,2025-04-04 12:00,Online Transfer,Electronics,3683.09,Credit,Hyderabad
TXN20562,ACC1029,2025-04-04 16:00,Online Transfer,Fuel,1329.39,Debit,Mumbai
TXN20563,ACC1037,2025-04-04 20:00,Electronics Hub,Electronics,3721.47,Debit,Coimbatore
TXN20564,ACC1013,2025-04-05 00:00,Grocery Mart,Fuel,336.78,Credit,Delhi
TXN20565,ACC1024,2025-04-05 04:00,Electronics Hub,Groceries,1385.51,Credit,Mumbai
TXN20566,ACC1000,2025-04-05 08:00,Amazon,Fuel,671.49,Debit,Chennai
TXN20567,ACC1021,2025-04-05 12:00,Grocery Mart,Transfer,1608.84,Debit,Chennai
TXN20568,ACC1035,2025-04-05 16:00,Amazon,Fuel,1944.77,Debit,Coimbatore
TXN20569,ACC1026,2025-04-05 20:00,Restaurant,Shopping,372.35,Debit,Delhi
TXN20570,ACC1029,2025-04-06 00:00,Utility Bill,Dining,3495.61,Debit,Mumbai
TXN20571,ACC1015,2025-04-06 04:00,Electronics Hub,Groceries,4797.4,Debit,Mumbai
TXN20572,ACC1004,2025-04-06 08:00,Online Transfer,Fuel,924.12,Debit,Hyderabad
TXN20573,ACC1021,2025-04-06 12:00,ATM Withdrawal,Bills,1941.68,Credit,Mumbai
TXN20574,ACC1027,2025-04-06 16:00,Electronics Hub,Dining,5548.85,Debit,Mumbai
TXN20575,ACC1010,2025-04-06 20:00,Fuel Station,Groceries,903.25,Debit,Chennai
TXN20576,ACC1027,2025-04-07 00:00,Amazon,Bills,3246.12,Debit,Delhi
TXN20577,ACC1000,2025-04-07 04:00,ATM Withdrawal,Groceries,1455.96,Debit,Chennai
TXN20578,ACC1021,2025-04-07 08:00,ATM Withdrawal,Shopping,4323.95,Debit,Delhi
TXN20579,ACC1025,2025-04-07 12:00,Amazon,Electronics,906.33,Debit,Bangalore
TXN20580,ACC1003,2025-04-07 16:00,Electronics Hub,Groceries,1598.54,Debit,Mumbai
TXN20581,ACC1005,2025-04-07 20:00,Grocery Mart,Dining,3931.85,Debit,Coimbatore
TXN20582,ACC1000,2025-04-08 00:00,Fuel Station,Transfer,1776.21,Debit,Bangalore
TXN20583,ACC1017,2025-04-08 04:00,Restaurant,Shopping,844.5,Debit,Chennai
TXN20584,ACC1010,2025-04-08 08:00,Fuel Station,Shopping,2828.27,Credit,Coimbatore
TXN20585,ACC1039,2025-04-08 12:00,Electronics Hub,Groceries,6395.64,Debit,Bangalore
TXN20586,ACC1023,2025-04-08 16:00,Grocery Mart,Dining,4521.88,Debit,Chennai
TXN20587,ACC1039,2025-04-08 20:00,ATM Withdrawal,Dining,1234.43,Credit,Delhi
TXN20588,ACC1002,2025-04-09 00:00,Grocery Mart,Cash,1481.6,Debit,Mumbai
TXN20589,ACC1019,2025-04-09 04:00,Online Transfer,Cash,3675.03,Debit,Bangalore
TXN20590,ACC1022,2025-04-09 08:00,Utility Bill,Cash,3633.6,Debit,Chennai
TXN20591,ACC1012,2025-04-09 12:00,Utility Bill,Groceries,1113.34,Debit,Bangalore
TXN20592,ACC1024,2025-04-09 16:00,Online Transfer,Bills,5337.16,Debit,Coimbatore
TXN20593,ACC1002,2025-04-09 20:00,Restaurant,Bills,3179.96,Debit,Delhi
TXN20594,ACC1007,2025-04-10 00:00,Electronics Hub,Fuel,3265.74,Debit,Mumbai
TXN20595,ACC1028,2025-04-10 04:00,Electronics Hub,Cash,5104.2,Debit,Bangalore
TXN20596,ACC1037,2025-04-10 08:00,ATM Withdrawal,Cash,3315.94,Credit,Bangalore
TXN20597,ACC1007,2025-04-10 12:00,Grocery Mart,Dining,6723.55,Debit,Mumbai
TXN20598,ACC1035,2025-04-10 16:00,Grocery Mart,Cash,1157.17,Debit,Chennai
TXN20599,ACC1032,2025-04-10 20:00,Utility Bill,Shopping,4652.49,Debit,Coimbatore
